grp_name,val,count,var_u1,var_u0,ci50l,ci50u,ci80l,ci80u,ci90l,ci90u,ci95l,ci95u
AA 20-40 F,0.285714,58,0.017154,0.031384,0.166667,0.400000,0.000000,0.505556,0.000000,0.600000,0.000000,0.625000
AA 20-40 M,0.142857,34,0.029262,0.018572,0.000000,0.212500,0.000000,0.333333,0.000000,0.336667,0.000000,0.452500
AA 40-60 F,0.285714,201,0.004950,0.007862,0.200000,0.333333,0.156010,0.382579,0.137853,0.414071,0.123910,0.453309
AA 40-60 M,0.250000,153,0.006503,0.007703,0.189685,0.318182,0.166667,0.370833,0.130163,0.409689,0.099632,0.425962
AA 60-80 F,0.140000,244,0.004078,0.002185,0.115898,0.174552,0.085106,0.203741,0.062078,0.218497,0.047619,0.232914
AA 60-80 M,0.104167,157,0.006337,0.002064,0.069767,0.133333,0.045455,0.158014,0.039995,0.176738,0.022247,0.192963
AA 80-100 F,0.176471,80,0.012436,0.009082,0.098810,0.222222,0.058824,0.286555,0.000000,0.334167,0.000000,0.352941
AA 80-100 M,0.333333,30,0.033164,0.098529,0.041667,0.500000,0.000000,0.860000,0.000000,1.000000,0.000000,1.000000
C 20-40 F,0.555556,94,0.010584,0.034670,0.428571,0.678571,0.327273,0.800000,0.248611,0.834524,0.193056,0.866518
C 20-40 M,0.100000,67,0.014849,0.013007,0.000000,0.200000,0.000000,0.272727,0.000000,0.333333,0.000000,0.355208
C 40-60 F,0.321429,432,0.002303,0.004408,0.280687,0.363997,0.234342,0.404508,0.216548,0.417262,0.204419,0.440707
C 40-60 M,0.200000,482,0.002064,0.002835,0.162582,0.235294,0.132026,0.259181,0.104326,0.283590,0.083578,0.300974
C 60-80 F,0.166667,945,0.001053,0.000803,0.143353,0.180347,0.126032,0.201811,0.120500,0.214472,0.116851,0.224895
C 60-80 M,0.215247,957,0.001040,0.000601,0.202769,0.235680,0.190229,0.253542,0.183553,0.263242,0.176049,0.266667
C 80-100 F,0.262626,525,0.001895,0.001821,0.233943,0.289669,0.202345,0.314772,0.190426,0.330029,0.186201,0.347243
C 80-100 M,0.200000,331,0.003006,0.002275,0.159248,0.234605,0.140796,0.260437,0.121034,0.277142,0.116459,0.280694
H 20-40 F,0.000000,6,0.165819,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
H 20-40 M,0.000000,0,,,,,,,,,,
H 40-60 F,0.333333,19,0.052364,0.094092,0.000000,0.500000,0.000000,0.666667,0.000000,1.000000,0.000000,1.000000
H 40-60 M,1.000000,18,0.055273,,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
H 60-80 F,0.500000,23,0.043257,0.098399,0.250000,0.750000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000
H 60-80 M,0.000000,21,0.047377,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
H 80-100 F,0.000000,0,,,,,,,,,,
H 80-100 M,0.000000,0,,,,,,,,,,
O 20-40 F,0.000000,3,0.331637,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
O 20-40 M,0.000000,0,,,,,,,,,,
O 40-60 F,0.000000,14,0.071065,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
O 40-60 M,0.333333,19,0.052364,0.110146,0.000000,0.500000,0.000000,0.966667,0.000000,1.000000,0.000000,1.000000
O 60-80 F,0.000000,27,0.036849,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
O 60-80 M,0.000000,28,0.035533,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
O 80-100 F,0.000000,0,,,,,,,,,,
O 80-100 M,0.000000,0,,,,,,,,,,
