grp_name,naive,naive_var_u1,count,val,val_ols,val_lpr,boot_var_rlpr,boot_mean_rlpr,median_rlpr,ci50l_rlpr,ci50u_rlpr,ci80l_rlpr,ci80u_rlpr,ci90l_rlpr,ci90u_rlpr,ci95l_rlpr,ci95u_rlpr
H 40-60 F,0.105263,0.008132,19,0.138538,0.124518,0.113447,0.005665,0.005665,0.102674,0.058686,0.152075,0.007683,0.203569,-0.015407,0.250458,-0.026261,0.273496
H 40-60 M,0.210526,0.008132,19,0.206480,0.247604,0.233640,0.006044,0.006044,0.235201,0.179122,0.272263,0.131989,0.315047,0.091695,0.340650,0.044353,0.356855
H 60-80 F,0.217391,0.006718,23,0.206555,0.210822,0.221549,0.005309,0.005309,0.233826,0.190887,0.282631,0.143855,0.304067,0.094402,0.321235,0.062858,0.357859
H 60-80 M,0.238095,0.007358,21,0.255501,0.258593,0.250251,0.005640,0.005640,0.262893,0.224062,0.301384,0.183671,0.348148,0.154379,0.401328,0.110550,0.425881
H 80-100 F,0.333333,0.025752,6,0.142538,0.141484,0.214161,0.012304,0.012304,0.208834,0.147290,0.249514,0.105506,0.312412,0.054661,0.347450,-0.109605,0.370486
H 80-100 M,0.666667,0.051505,3,0.327438,0.434668,0.532068,0.015898,0.015898,0.530703,0.472551,0.651054,0.402019,0.707581,0.332945,0.736588,0.325017,0.773631
O 20-40 F,0.000000,0.051505,3,0.059234,-0.019315,-0.025344,0.010337,0.010337,-0.035402,-0.110181,0.019386,-0.164328,0.090010,-0.182718,0.141640,-0.228495,0.174064
O 20-40 M,0.000000,0.077257,2,0.072578,0.043557,0.014566,0.017583,0.017583,0.003790,-0.071140,0.118599,-0.142779,0.177116,-0.178378,0.208668,-0.198538,0.273400
O 40-60 F,0.066667,0.010301,15,0.104138,0.073890,0.056611,0.005572,0.005572,0.055133,0.017657,0.100649,-0.046993,0.136067,-0.089474,0.166700,-0.100794,0.187788
O 40-60 M,0.200000,0.007726,20,0.213961,0.229464,0.205843,0.007414,0.007414,0.201529,0.149291,0.251955,0.094231,0.302304,0.075240,0.373606,0.050852,0.399150
O 60-80 F,0.222222,0.005723,27,0.201537,0.191767,0.209527,0.005006,0.005006,0.209167,0.165137,0.247413,0.124954,0.287107,0.085017,0.309542,0.053885,0.363623
O 60-80 M,0.285714,0.005518,28,0.258152,0.274001,0.281148,0.005056,0.005056,0.294076,0.245602,0.331273,0.196610,0.384891,0.173366,0.402075,0.145880,0.422409
O 80-100 F,0.000000,0.015451,10,0.132794,0.083016,0.051751,0.008118,0.008118,0.043890,0.001147,0.101831,-0.068263,0.146411,-0.086440,0.192896,-0.124117,0.240215
O 80-100 M,0.400000,0.030903,5,0.272620,0.375449,0.430085,0.018426,0.018426,0.449397,0.387122,0.562790,0.296707,0.619597,0.231657,0.671783,0.188519,0.720840
