grp_name,val,count,var_u1,var_u0,ci50l,ci50u,ci80l,ci80u,ci90l,ci90u,ci95l,ci95u
AA 20-40 F,0.834734,58,0.013936,0.007603,0.780938,0.875000,0.739950,0.927699,0.701462,0.945695,0.602740,0.957937
AA 20-40 M,0.732759,33,0.024494,0.014438,0.676168,0.833333,0.611111,0.895211,0.561518,0.935804,0.531170,0.944909
AA 40-60 F,0.661252,201,0.004021,0.003418,0.626280,0.717069,0.597682,0.743390,0.579347,0.760673,0.563347,0.775326
AA 40-60 M,0.815891,153,0.005283,0.003166,0.784721,0.856084,0.729950,0.883565,0.718100,0.903956,0.704688,0.913411
AA 60-80 F,0.658666,244,0.003313,0.003329,0.638257,0.700573,0.575958,0.731217,0.561281,0.749431,0.525669,0.760237
AA 60-80 M,0.543796,157,0.005148,0.004483,0.501980,0.573927,0.453476,0.631068,0.439465,0.663699,0.417332,0.675879
AA 80-100 F,0.722222,79,0.010232,0.012880,0.656393,0.792215,0.580915,0.842219,0.512738,0.854502,0.442864,0.871212
AA 80-100 M,0.654762,31,0.026074,0.009813,0.588516,0.724138,0.530556,0.775641,0.500000,0.818008,0.478654,0.850962
C 20-40 F,0.822563,94,0.008599,0.002547,0.781567,0.858993,0.756772,0.885326,0.740912,0.902425,0.728065,0.905607
C 20-40 M,0.769397,66,0.012247,0.007310,0.721550,0.836746,0.656532,0.873545,0.631024,0.898419,0.598153,0.909600
C 40-60 F,0.705639,433,0.001867,0.002037,0.678950,0.738957,0.649672,0.766009,0.632175,0.769406,0.615568,0.787355
C 40-60 M,0.546377,482,0.001677,0.001665,0.509505,0.575016,0.498457,0.599693,0.485966,0.610711,0.478500,0.629871
C 60-80 F,0.610074,946,0.000854,0.000906,0.589283,0.630844,0.570746,0.650201,0.566527,0.661552,0.563221,0.667561
C 60-80 M,0.636743,957,0.000845,0.000966,0.613085,0.655255,0.591025,0.670167,0.585548,0.681583,0.569532,0.689592
C 80-100 F,0.596852,525,0.001540,0.001458,0.566509,0.616485,0.551646,0.650477,0.543581,0.663666,0.529294,0.673242
C 80-100 M,0.519773,330,0.002449,0.002550,0.493605,0.547917,0.465372,0.588381,0.433994,0.602211,0.429519,0.614088
H 20-40 F,1.000000,7,0.115472,,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
H 20-40 M,0.000000,0,,,,,,,,,,
H 40-60 F,0.770833,19,0.042542,0.044232,0.636029,0.920588,0.453333,1.000000,0.347059,1.000000,0.307843,1.000000
H 40-60 M,0.843750,18,0.044906,0.010421,0.777778,0.911111,0.705882,0.958291,0.666667,1.000000,0.628571,1.000000
H 60-80 F,0.775000,22,0.036741,0.019385,0.650000,0.859649,0.577143,0.950000,0.550556,0.952381,0.523810,1.000000
H 60-80 M,0.558824,21,0.038491,0.029112,0.431985,0.658660,0.350000,0.736383,0.331579,0.793860,0.263854,1.000000
H 80-100 F,0.000000,0,,,,,,,,,,
H 80-100 M,0.750000,4,0.202077,0.130845,0.500000,1.000000,0.333333,1.000000,0.050000,1.000000,0.000000,1.000000
O 20-40 F,0.000000,0,,,,,,,,,,
O 20-40 M,0.000000,0,,,,,,,,,,
O 40-60 F,0.000000,0,,,,,,,,,,
O 40-60 M,1.000000,19,0.042542,,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
O 60-80 F,0.220000,27,0.029937,0.039095,0.097222,0.423077,0.000000,0.531077,0.000000,0.556333,0.000000,0.576923
O 60-80 M,0.538462,28,0.028868,0.110774,0.204545,0.812500,0.079385,1.000000,0.074074,1.000000,0.046815,1.000000
O 80-100 F,0.875000,9,0.089812,0.022130,0.750000,1.000000,0.625000,1.000000,0.571429,1.000000,0.500000,1.000000
O 80-100 M,1.000000,5,0.161661,,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
