grp_name,naive,naive_var_u1,count,val,val_ols,val_lpr,boot_var_rlpr,boot_mean_rlpr,median_rlpr,ci50l_rlpr,ci50u_rlpr,ci80l_rlpr,ci80u_rlpr,ci90l_rlpr,ci90u_rlpr,ci95l_rlpr,ci95u_rlpr
H 20-40 F,1.000000,0.026172,7,0.765526,0.751571,0.937696,0.006594,0.006594,0.923855,0.862710,0.988465,0.815556,1.019901,0.797681,1.070117,0.790219,1.079481
H 20-40 M,1.000000,0.036641,5,0.765526,0.751571,0.966924,0.007884,0.007884,0.958005,0.892260,1.018405,0.829177,1.051864,0.807270,1.067253,0.777625,1.108847
H 40-60 F,0.888889,0.010178,18,0.792494,0.830597,0.899994,0.004522,0.004522,0.891796,0.844410,0.947877,0.815225,0.980916,0.790547,1.012896,0.766905,1.022089
H 40-60 M,0.842105,0.009642,19,0.792494,0.830597,0.840257,0.003915,0.003915,0.844616,0.791183,0.876635,0.749993,0.927164,0.723015,0.931252,0.699162,0.937992
H 60-80 F,0.695652,0.007965,23,0.765526,0.751571,0.717928,0.003890,0.003890,0.728444,0.681898,0.772045,0.657205,0.798203,0.622590,0.801271,0.593455,0.837288
H 60-80 M,0.904762,0.008724,21,0.765526,0.751571,0.859088,0.003767,0.003767,0.868075,0.835489,0.909740,0.794379,0.957166,0.769129,0.974197,0.761701,0.978813
H 80-100 F,0.800000,0.036641,5,0.765526,0.751571,0.793452,0.006565,0.006565,0.789930,0.739620,0.851753,0.669096,0.873989,0.646744,0.901399,0.620699,0.939703
H 80-100 M,0.333333,0.061069,3,0.765526,0.751571,0.610525,0.008292,0.008292,0.613619,0.539063,0.670117,0.484809,0.724517,0.468330,0.739251,0.453850,0.757866
O 20-40 F,0.666667,0.061069,3,0.765526,0.751571,0.845222,0.005713,0.005713,0.832047,0.799226,0.881733,0.761379,0.941980,0.731554,0.978293,0.703560,0.996389
O 20-40 M,1.000000,0.061069,3,0.765526,0.751571,0.984898,0.008843,0.008843,0.981924,0.902858,1.046757,0.848824,1.103669,0.839125,1.121602,0.823550,1.142301
O 40-60 F,1.000000,0.013086,14,0.792494,0.830597,0.947733,0.004365,0.004365,0.945427,0.901810,0.991350,0.851591,1.021429,0.810836,1.029708,0.800587,1.045589
O 40-60 M,0.894737,0.009642,19,0.792494,0.830597,0.888357,0.004469,0.004469,0.886226,0.842004,0.930977,0.812720,0.979877,0.785309,1.024058,0.768526,1.043821
O 60-80 F,0.814815,0.006785,27,0.765526,0.751571,0.809012,0.003710,0.003710,0.805292,0.773802,0.832500,0.733132,0.882526,0.704107,0.904774,0.696612,0.943982
O 60-80 M,0.857143,0.006543,28,0.765526,0.751571,0.843241,0.003484,0.003484,0.851529,0.806068,0.890344,0.774303,0.924709,0.760984,0.946194,0.744260,0.959333
O 80-100 F,0.666667,0.020356,9,0.765526,0.751571,0.729310,0.006074,0.006074,0.737925,0.694401,0.784008,0.618606,0.835351,0.593448,0.849677,0.540998,0.857460
O 80-100 M,0.800000,0.036641,5,0.765526,0.751571,0.788090,0.007190,0.007190,0.791157,0.727291,0.851017,0.689875,0.904814,0.678165,0.946126,0.654124,0.967312
