grp_name,naive,naive_var_u1,count,val,val_ols,val_lpr,boot_var_rlpr,boot_mean_rlpr,median_rlpr,ci50l_rlpr,ci50u_rlpr,ci80l_rlpr,ci80u_rlpr,ci90l_rlpr,ci90u_rlpr,ci95l_rlpr,ci95u_rlpr
AA 20-40 F,0.096154,0.002649,58,0.106858,0.091987,0.097274,0.002562,0.002562,0.091163,0.063826,0.128363,0.028477,0.162822,0.010964,0.184590,0.008233,0.193612
AA 20-40 M,0.200000,0.004518,34,0.188533,0.215451,0.202028,0.004446,0.004446,0.205289,0.160983,0.241376,0.112168,0.286974,0.088528,0.300798,0.056693,0.327881
AA 40-60 F,0.112360,0.000764,201,0.118181,0.112360,0.112360,0.000744,0.000744,0.115152,0.094843,0.132105,0.081450,0.146225,0.077853,0.159250,0.057173,0.168009
AA 40-60 M,0.128571,0.001004,153,0.129457,0.138095,0.128965,0.001129,0.001129,0.135895,0.110052,0.156138,0.093260,0.173143,0.078706,0.183115,0.069326,0.200184
AA 60-80 F,0.192825,0.000630,244,0.188033,0.192825,0.192825,0.000651,0.000651,0.192711,0.176405,0.207693,0.162882,0.230696,0.154711,0.240641,0.150666,0.245477
AA 60-80 M,0.311594,0.000978,157,0.304122,0.311594,0.311594,0.001202,0.001202,0.312919,0.293139,0.340264,0.270069,0.361262,0.255220,0.366763,0.239040,0.377713
AA 80-100 F,0.200000,0.001920,80,0.185348,0.200000,0.200000,0.002205,0.002205,0.205026,0.172646,0.238331,0.148284,0.267090,0.135269,0.282748,0.123894,0.303269
AA 80-100 M,0.076923,0.005121,30,0.105821,0.082883,0.071410,0.006144,0.006144,0.058913,0.019697,0.141246,-0.038577,0.177620,-0.060150,0.189619,-0.067248,0.197160
C 20-40 F,0.051282,0.001634,94,0.063753,0.051282,0.051282,0.001306,0.001306,0.052966,0.026979,0.076782,0.009695,0.100791,-0.009024,0.107233,-0.017200,0.126090
C 20-40 M,0.136364,0.002293,67,0.135465,0.140526,0.141124,0.002407,0.002407,0.145338,0.107216,0.176047,0.079954,0.194245,0.064585,0.216277,0.055467,0.226411
C 40-60 F,0.098191,0.000356,432,0.100903,0.098191,0.098191,0.000341,0.000341,0.098061,0.086578,0.107911,0.072219,0.116774,0.061660,0.123006,0.051244,0.125996
C 40-60 M,0.119816,0.000319,482,0.118675,0.117368,0.119807,0.000350,0.000350,0.120811,0.107336,0.131173,0.093833,0.142357,0.086205,0.148553,0.083983,0.151538
C 60-80 F,0.211353,0.000163,945,0.210534,0.212297,0.211443,0.000156,0.000156,0.213046,0.204051,0.222147,0.197039,0.228100,0.190867,0.231842,0.187065,0.232734
