grp_name,naive,naive_var_u1,count,val,val_ols,val_lpr,boot_var_rlpr,boot_mean_rlpr,median_rlpr,ci50l_rlpr,ci50u_rlpr,ci80l_rlpr,ci80u_rlpr,ci90l_rlpr,ci90u_rlpr,ci95l_rlpr,ci95u_rlpr
C 60-80 M,0.206612,0.000161,957,0.207773,0.205484,0.206546,0.000137,0.000137,0.207492,0.198979,0.216433,0.193280,0.221133,0.188771,0.226411,0.185313,0.229957
C 80-100 F,0.160088,0.000293,525,0.158047,0.158043,0.159269,0.000283,0.000283,0.162612,0.149610,0.174701,0.137410,0.179734,0.129886,0.184391,0.128220,0.189047
C 80-100 M,0.190476,0.000464,331,0.186932,0.190476,0.190476,0.000424,0.000424,0.193495,0.179182,0.206206,0.164352,0.216465,0.159695,0.224535,0.154663,0.232923
H 20-40 F,0.166667,0.025604,6,0.093083,0.066440,0.103039,0.020413,0.020413,0.098390,0.012039,0.176325,-0.070778,0.240396,-0.157326,0.303351,-0.206936,0.365017
H 20-40 M,0.000000,0.030725,5,-0.024456,-0.105286,-0.064611,0.019762,0.019762,-0.101031,-0.194483,-0.011640,-0.279608,0.095182,-0.295231,0.120017,-0.313295,0.182925
H 40-60 F,0.117647,0.008085,19,0.107361,0.111093,0.122768,0.007686,0.007686,0.112717,0.056321,0.175175,-0.011657,0.234051,-0.017816,0.258801,-0.043606,0.269046
H 40-60 M,0.000000,0.008535,18,0.059031,0.034893,0.015399,0.008307,0.008307,0.008518,-0.055585,0.058682,-0.097474,0.139573,-0.141690,0.158356,-0.178512,0.177390
H 60-80 F,0.100000,0.006679,23,0.150840,0.100000,0.100000,0.006375,0.006375,0.115894,0.058483,0.180361,0.019170,0.197365,-0.024565,0.213696,-0.056364,0.250968
H 60-80 M,0.300000,0.007315,21,0.244153,0.300000,0.300000,0.007534,0.007534,0.308463,0.267864,0.386949,0.210495,0.433304,0.193523,0.453801,0.160703,0.482241
H 80-100 F,0.000000,0.025604,6,0.083833,0.047703,0.020440,0.023768,0.023768,0.001486,-0.071311,0.079057,-0.179170,0.203063,-0.237075,0.266588,-0.362777,0.297381
H 80-100 M,0.000000,0.051208,3,0.123016,0.112671,0.069230,0.021338,0.021338,0.060001,-0.022028,0.126397,-0.098982,0.202676,-0.200404,0.216721,-0.261953,0.257664
O 20-40 F,0.500000,0.051208,3,0.284156,0.414287,0.464085,0.049609,0.049609,0.477795,0.333421,0.617289,0.209989,0.709696,0.077596,0.826777,-0.001948,0.898713
O 20-40 M,0.000000,0.051208,3,0.082749,0.046871,0.047984,0.021671,0.021671,0.023917,-0.059767,0.130223,-0.112386,0.220297,-0.163037,0.259849,-0.198037,0.372406
O 40-60 F,0.153846,0.010973,14,0.070173,0.153846,0.153846,0.010128,0.010128,0.166678,0.097301,0.232731,-0.008736,0.267076,-0.034558,0.283182,-0.058405,0.303216
O 40-60 M,0.111111,0.008085,19,0.087062,0.070025,0.088455,0.008664,0.008664,0.085801,0.029596,0.139537,-0.026253,0.196846,-0.051588,0.260079,-0.068003,0.290977
O 60-80 F,0.120000,0.005690,27,0.162889,0.140036,0.130605,0.005761,0.005761,0.118284,0.078783,0.165509,0.039970,0.229915,0.006455,0.245909,-0.029863,0.290826
O 60-80 M,0.222222,0.005487,28,0.210690,0.209592,0.211199,0.005727,0.005727,0.221317,0.162460,0.271247,0.116755,0.316012,0.103729,0.338126,0.080353,0.361553
O 80-100 F,0.000000,0.017069,9,0.094053,0.064349,0.029185,0.014830,0.014830,0.027389,-0.028841,0.090210,-0.116582,0.190367,-0.190807,0.214362,-0.255054,0.241637
O 80-100 M,0.000000,0.038406,4,0.114595,0.093303,0.054459,0.038013,0.038013,0.041407,-0.032123,0.109872,-0.095979,0.362737,-0.308935,0.420333,-0.327345,0.542124
