grp_name,naive,naive_var_u1,count,val,val_ols,val_lpr,boot_var_rlpr,boot_mean_rlpr,median_rlpr,ci50l_rlpr,ci50u_rlpr,ci80l_rlpr,ci80u_rlpr,ci90l_rlpr,ci90u_rlpr,ci95l_rlpr,ci95u_rlpr
C 80-100 F,0.199125,0.000324,525,0.189761,0.199125,0.199125,0.000312,0.000312,0.202974,0.189213,0.215416,0.175765,0.220229,0.168234,0.225354,0.166628,0.229780
C 80-100 M,0.161512,0.000515,330,0.166300,0.159127,0.162219,0.000450,0.000450,0.165125,0.152290,0.179747,0.135709,0.189282,0.129804,0.196411,0.124385,0.206084
H 20-40 F,0.000000,0.024269,7,0.037935,-0.023184,-0.013242,0.006478,0.006478,-0.033495,-0.088336,0.025497,-0.132193,0.063702,-0.157938,0.105827,-0.195337,0.129451
H 20-40 M,0.000000,0.033977,5,-0.037012,-0.073493,-0.026420,0.011238,0.011238,-0.044875,-0.124150,0.037871,-0.193187,0.082895,-0.218437,0.102063,-0.238076,0.131361
H 40-60 F,0.000000,0.009438,18,0.068395,0.010858,-0.000271,0.005699,0.005699,-0.014810,-0.070585,0.033878,-0.107441,0.083647,-0.116745,0.118579,-0.142377,0.144551
H 40-60 M,0.125000,0.008941,19,0.104099,0.119795,0.131446,0.002998,0.002998,0.139516,0.097244,0.172056,0.054312,0.200668,0.034974,0.213530,0.005342,0.220459
H 60-80 F,0.238095,0.007386,23,0.185872,0.225749,0.249702,0.004164,0.004164,0.268268,0.219629,0.311388,0.178458,0.341991,0.154747,0.354876,0.122092,0.372291
H 60-80 M,0.100000,0.008090,21,0.174057,0.125707,0.108451,0.004973,0.004973,0.110722,0.075290,0.159354,0.029877,0.193265,0.021419,0.240671,0.007543,0.251549
H 80-100 F,0.200000,0.033977,5,0.146233,0.118210,0.135582,0.008637,0.008637,0.126699,0.045512,0.185951,-0.004285,0.239276,-0.023796,0.284097,-0.041254,0.295589
H 80-100 M,0.500000,0.056628,3,0.179084,0.308770,0.400439,0.017036,0.017036,0.435024,0.327577,0.541914,0.249277,0.587972,0.198446,0.609619,0.180203,0.637519
O 20-40 F,0.000000,0.056628,3,0.094659,0.026864,-0.005517,0.006697,0.006697,-0.024303,-0.057322,0.025326,-0.096192,0.106793,-0.135073,0.140979,-0.158236,0.149826
O 20-40 M,0.000000,0.056628,3,-0.030380,-0.082922,-0.064823,0.013352,0.013352,-0.093686,-0.162692,-0.008487,-0.230967,0.061849,-0.269132,0.101757,-0.277809,0.136008
O 40-60 F,0.000000,0.012135,14,0.063777,0.055899,0.041905,0.004003,0.004003,0.036620,-0.006926,0.079726,-0.034290,0.111979,-0.081864,0.133079,-0.086869,0.137354
O 40-60 M,0.111111,0.008941,19,0.091916,0.084423,0.091465,0.003815,0.003815,0.091781,0.047586,0.126395,0.016379,0.166697,-0.001814,0.189496,-0.004919,0.231617
O 60-80 F,0.125000,0.006292,27,0.184813,0.162790,0.135847,0.003376,0.003376,0.136141,0.102627,0.162799,0.065837,0.200105,0.047525,0.219052,0.038684,0.264220
O 60-80 M,0.076923,0.006067,28,0.167213,0.132165,0.097293,0.003562,0.003562,0.111242,0.063862,0.140097,0.032081,0.165148,0.014547,0.208449,0.001338,0.235713
O 80-100 F,0.250000,0.018876,9,0.170388,0.172176,0.197461,0.006450,0.006450,0.203888,0.155948,0.236166,0.126736,0.304654,0.053161,0.316994,0.010055,0.330072
O 80-100 M,0.200000,0.033977,5,0.153521,0.155739,0.169468,0.009904,0.009904,0.173956,0.101104,0.247103,0.029616,0.294167,0.008533,0.323771,-0.009422,0.373428
