grp_name,naive,naive_var_u1,count,val,val_ols,val_lpr,boot_var_rlpr,boot_mean_rlpr,median_rlpr,ci50l_rlpr,ci50u_rlpr,ci80l_rlpr,ci80u_rlpr,ci90l_rlpr,ci90u_rlpr,ci95l_rlpr,ci95u_rlpr
C 80-100 F,0.760000,0.000323,525,0.762340,0.760000,0.760000,0.000316,0.000316,0.763859,0.750100,0.776248,0.736677,0.781319,0.729143,0.786260,0.727070,0.790833
C 80-100 M,0.724242,0.000514,330,0.727968,0.724242,0.724242,0.000463,0.000463,0.727514,0.712943,0.740765,0.697695,0.752028,0.691175,0.758383,0.686833,0.767888
H 20-40 F,1.000000,0.024215,7,0.868976,0.880515,0.950777,0.023367,0.023367,0.962599,0.847432,1.040054,0.729714,1.109695,0.695626,1.182045,0.649324,1.209713
H 20-40 M,1.000000,0.033901,5,0.898030,0.937184,0.953905,0.018867,0.018867,0.946412,0.866157,1.021219,0.690594,1.057177,0.656902,1.073697,0.598988,1.099724
H 40-60 F,0.894737,0.008921,19,0.865916,0.910312,0.906976,0.007747,0.007747,0.900059,0.838744,0.959385,0.765733,1.002128,0.760899,1.044913,0.737403,1.066425
H 40-60 M,0.777778,0.009417,18,0.813246,0.772830,0.773843,0.009138,0.009138,0.771171,0.709541,0.825416,0.667658,0.903712,0.606512,0.922078,0.565770,0.944002
H 60-80 F,0.772727,0.007705,22,0.777023,0.780843,0.774070,0.007108,0.007108,0.782738,0.734472,0.857122,0.683998,0.879328,0.637864,0.896183,0.604124,0.936215
H 60-80 M,0.761905,0.008072,21,0.788823,0.800675,0.777527,0.007889,0.007889,0.782596,0.737269,0.847408,0.682560,0.902927,0.665680,0.935763,0.631205,0.961480
H 80-100 F,1.000000,0.028251,6,0.860103,0.939081,0.965138,0.028993,0.028993,0.997419,0.878320,1.066636,0.714129,1.163405,0.609114,1.180052,0.554848,1.183490
H 80-100 M,0.750000,0.042377,4,0.821584,0.829103,0.816224,0.022881,0.022881,0.827705,0.722476,0.911971,0.653853,0.974462,0.508195,0.999258,0.376026,1.011587
O 20-40 F,0.750000,0.042377,4,0.839552,0.787660,0.787083,0.039736,0.039736,0.759842,0.670537,0.876291,0.554192,0.999366,0.471965,1.135067,0.383110,1.222294
O 20-40 M,1.000000,0.084753,2,0.866103,0.877845,0.922327,0.010118,0.010118,0.949922,0.873373,0.991311,0.803244,1.077297,0.779522,1.103263,0.742617,1.131119
O 40-60 F,0.857143,0.012108,14,0.832760,0.847191,0.855511,0.009053,0.009053,0.858373,0.808085,0.899538,0.693987,0.952007,0.657607,0.984191,0.632557,1.005288
O 40-60 M,0.789474,0.008921,19,0.816104,0.804467,0.800038,0.009474,0.009474,0.798036,0.744572,0.846940,0.679546,0.922746,0.652933,0.980315,0.633338,1.012771
O 60-80 F,0.777778,0.006278,27,0.777530,0.790191,0.783065,0.006379,0.006379,0.777094,0.726443,0.811740,0.678641,0.887382,0.652654,0.904183,0.614386,0.949923
O 60-80 M,0.785714,0.006054,28,0.784941,0.800129,0.789902,0.006274,0.006274,0.804737,0.740613,0.853236,0.700426,0.899831,0.681784,0.937776,0.648224,0.947838
O 80-100 F,0.888889,0.018834,9,0.836038,0.903928,0.917349,0.016906,0.016906,0.941828,0.861782,1.002885,0.722081,1.066590,0.672814,1.110667,0.618777,1.122564
O 80-100 M,1.000000,0.033901,5,0.804297,0.814800,0.862599,0.036243,0.036243,0.877413,0.806295,0.956570,0.600591,1.069841,0.521180,1.204620,0.503882,1.320774
