grp_name,val,count,var_u1,var_u0,ci50l,ci50u,ci80l,ci80u,ci90l,ci90u,ci95l,ci95u
AA 20-40 F,0.844828,58,0.002980,0.002558,0.806034,0.879310,0.774138,0.913793,0.758621,0.931034,0.758621,0.931034
AA 20-40 M,0.735294,34,0.005084,0.005601,0.676471,0.794118,0.647059,0.823529,0.617647,0.852941,0.588235,0.868382
AA 40-60 F,0.825871,201,0.000860,0.000597,0.805970,0.835821,0.796020,0.856219,0.780846,0.865672,0.773507,0.868284
AA 40-60 M,0.836601,153,0.001130,0.000904,0.823529,0.856209,0.803922,0.875817,0.777778,0.882680,0.771242,0.892320
AA 60-80 F,0.766393,244,0.000708,0.000786,0.745902,0.787910,0.729508,0.799590,0.721311,0.815779,0.717213,0.821824
AA 60-80 M,0.636943,157,0.001101,0.001251,0.611465,0.662420,0.592357,0.681529,0.585987,0.688217,0.576274,0.704299
AA 80-100 F,0.737500,80,0.002161,0.001682,0.712500,0.762500,0.687500,0.788750,0.675000,0.812500,0.675000,0.825625
AA 80-100 M,0.833333,30,0.005762,0.003959,0.800000,0.866667,0.766667,0.900000,0.733333,0.933333,0.682500,0.933333
C 20-40 F,0.840426,94,0.001839,0.001519,0.819149,0.872340,0.786170,0.882979,0.765957,0.882979,0.760372,0.914894
C 20-40 M,0.865672,67,0.002580,0.001845,0.847015,0.895522,0.805970,0.925373,0.791045,0.926119,0.783209,0.955224
C 40-60 F,0.849537,432,0.000400,0.000285,0.839699,0.861111,0.830787,0.872917,0.821644,0.879630,0.819444,0.881944
C 40-60 M,0.819502,482,0.000359,0.000338,0.804461,0.831950,0.796680,0.842324,0.794502,0.846577,0.788278,0.851815
C 60-80 F,0.728042,945,0.000183,0.000209,0.722487,0.738889,0.708995,0.746032,0.706720,0.752487,0.703704,0.757169
C 60-80 M,0.752351,957,0.000181,0.000184,0.742685,0.760711,0.737722,0.771160,0.731452,0.777482,0.729859,0.780120
C 80-100 F,0.779048,525,0.000329,0.000444,0.767619,0.794286,0.759810,0.807810,0.746571,0.817143,0.734048,0.822048
C 80-100 M,0.761329,331,0.000522,0.000471,0.743202,0.770393,0.728097,0.785801,0.722054,0.794562,0.722054,0.797583
H 20-40 F,0.833333,6,0.028809,0.030232,0.666667,1.000000,0.666667,1.000000,0.500000,1.000000,0.500000,1.000000
H 20-40 M,1.000000,5,0.034571,,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
H 40-60 F,0.842105,19,0.009098,0.007314,0.789474,0.894737,0.736842,0.947368,0.734211,0.947368,0.656579,0.975000
H 40-60 M,0.944444,18,0.009603,0.003252,0.888889,1.000000,0.888889,1.000000,0.888889,1.000000,0.804167,1.000000
H 60-80 F,0.869565,23,0.007515,0.006583,0.826087,0.956522,0.778261,0.956522,0.736957,0.956522,0.695652,1.000000
H 60-80 M,0.666667,21,0.008231,0.010149,0.619048,0.761905,0.523810,0.809524,0.476190,0.809524,0.476190,0.809524
H 80-100 F,0.833333,6,0.028809,0.031822,0.666667,1.000000,0.666667,1.000000,0.500000,1.000000,0.500000,1.000000
H 80-100 M,1.000000,3,0.057618,,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
O 20-40 F,0.333333,3,0.057618,0.120135,0.000000,0.666667,0.000000,0.666667,0.000000,1.000000,0.000000,1.000000
O 20-40 M,1.000000,3,0.057618,,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
O 40-60 F,0.785714,14,0.012347,0.013064,0.714286,0.857143,0.635714,0.928571,0.571429,0.928571,0.571429,1.000000
O 40-60 M,0.894737,19,0.009098,0.006938,0.842105,0.947368,0.789474,1.000000,0.736842,1.000000,0.736842,1.000000
O 60-80 F,0.814815,27,0.006402,0.004993,0.777778,0.851852,0.737037,0.888889,0.703704,0.925926,0.666667,0.945370
O 60-80 M,0.750000,28,0.006173,0.006373,0.714286,0.821429,0.642857,0.857143,0.607143,0.857143,0.588393,0.892857
O 80-100 F,1.000000,9,0.019206,,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
O 80-100 M,1.000000,4,0.043213,,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
