grp_name,naive,naive_var_u1,count,val,val_ols,val_lpr,boot_var_rlpr,boot_mean_rlpr,median_rlpr,ci50l_rlpr,ci50u_rlpr,ci80l_rlpr,ci80u_rlpr,ci90l_rlpr,ci90u_rlpr,ci95l_rlpr,ci95u_rlpr
H 60-80 M,0.100000,0.007444,20,0.191108,0.177899,0.108345,0.004248,0.004248,0.114429,0.073702,0.157949,0.040384,0.189278,0.027155,0.223607,0.024880,0.244417
H 80-100 F,0.000000,0.029776,5,0.164438,0.158412,0.073696,0.009409,0.009409,0.054116,-0.012495,0.115614,-0.062414,0.167072,-0.109553,0.209139,-0.149097,0.243360
H 80-100 M,0.000000,0.049627,3,0.188731,0.158868,0.097475,0.004920,0.004920,0.098161,0.032288,0.143194,-0.018990,0.178770,-0.028187,0.184642,-0.032706,0.194863
O 20-40 F,0.500000,0.037220,4,0.218522,0.341728,0.455088,0.031774,0.031774,0.474887,0.340893,0.588246,0.241996,0.667898,0.178641,0.748490,0.120584,0.811002
O 20-40 M,0.000000,0.074441,2,0.133186,0.039565,0.042138,0.005682,0.005682,0.023584,-0.020130,0.076078,-0.062974,0.118470,-0.090756,0.135686,-0.118299,0.165773
O 40-60 F,0.071429,0.010634,14,0.106867,0.032033,0.065945,0.004199,0.004199,0.065220,0.016816,0.103578,-0.026949,0.132904,-0.056844,0.142484,-0.085673,0.148297
O 40-60 M,0.157895,0.007836,19,0.116388,0.083994,0.122260,0.004007,0.004007,0.122465,0.077353,0.166057,0.055213,0.209807,0.027642,0.243699,0.019980,0.268225
O 60-80 F,0.148148,0.005514,27,0.203987,0.153852,0.151353,0.003070,0.003070,0.154080,0.118297,0.173433,0.085037,0.213281,0.062556,0.237861,0.050947,0.283332
O 60-80 M,0.071429,0.005317,28,0.182693,0.140504,0.091788,0.003091,0.003091,0.102826,0.064731,0.134495,0.034305,0.161928,0.015273,0.190675,-0.004834,0.212339
O 80-100 F,0.111111,0.016542,9,0.155058,0.092713,0.103478,0.005258,0.005258,0.095279,0.058493,0.130850,-0.007213,0.170979,-0.052546,0.190156,-0.094964,0.201550
O 80-100 M,0.000000,0.029776,5,0.149131,0.117413,0.052264,0.008869,0.008869,0.044990,-0.013582,0.108118,-0.067678,0.178551,-0.085518,0.226152,-0.112597,0.238813
