grp_name,naive,naive_var_u1,count,val,val_ols,val_lpr,boot_var_rlpr,boot_mean_rlpr,median_rlpr,ci50l_rlpr,ci50u_rlpr,ci80l_rlpr,ci80u_rlpr,ci90l_rlpr,ci90u_rlpr,ci95l_rlpr,ci95u_rlpr
H 60-80 M,0.142857,0.007522,21,0.161575,0.140029,0.135617,0.006194,0.006194,0.142458,0.101139,0.185605,0.059598,0.255462,0.034706,0.288368,0.030763,0.313194
H 80-100 F,0.200000,0.031592,5,0.182677,0.180290,0.181630,0.011459,0.011459,0.198547,0.128940,0.241975,0.056148,0.277699,0.035501,0.348546,-0.021289,0.381073
H 80-100 M,0.333333,0.052653,3,0.272209,0.352721,0.360891,0.018477,0.018477,0.392565,0.287558,0.473821,0.217145,0.563558,0.154675,0.593177,0.092531,0.601413
O 20-40 F,0.000000,0.052653,3,0.055665,0.005072,-0.001278,0.007613,0.007613,-0.022978,-0.084650,0.033727,-0.129367,0.087753,-0.158267,0.126220,-0.193690,0.154278
O 20-40 M,0.000000,0.052653,3,-0.065541,-0.088546,-0.072418,0.014270,0.014270,-0.086897,-0.187258,-0.025141,-0.238588,0.055246,-0.261745,0.086608,-0.284135,0.177457
O 40-60 F,0.071429,0.011283,14,0.109049,0.116264,0.105244,0.004932,0.004932,0.107581,0.068191,0.151999,0.017113,0.177118,-0.029549,0.199259,-0.043528,0.212851
O 40-60 M,0.157895,0.008314,19,0.132379,0.137751,0.142078,0.006964,0.006964,0.135591,0.100235,0.181604,0.050053,0.229351,0.000072,0.313535,-0.018844,0.338877
O 60-80 F,0.148148,0.005850,27,0.165700,0.149606,0.146610,0.004772,0.004772,0.141519,0.109014,0.169747,0.070585,0.237178,0.019332,0.252650,-0.013105,0.297537
O 60-80 M,0.071429,0.005641,28,0.139778,0.121171,0.096572,0.005099,0.005099,0.106678,0.061073,0.155154,0.031254,0.216679,0.009306,0.225278,-0.037593,0.249034
O 80-100 F,0.222222,0.017551,9,0.148085,0.140447,0.166136,0.006913,0.006913,0.166826,0.110931,0.228685,0.058779,0.268293,0.038507,0.281716,-0.009851,0.306787
O 80-100 M,0.200000,0.031592,5,0.223890,0.245658,0.223018,0.010049,0.010049,0.239424,0.166311,0.305477,0.116417,0.358671,0.077418,0.413914,0.070711,0.440750
