grp_name,naive,naive_var_u1,count,val,val_ols,val_lpr,boot_var_rlpr,boot_mean_rlpr,median_rlpr,ci50l_rlpr,ci50u_rlpr,ci80l_rlpr,ci80u_rlpr,ci90l_rlpr,ci90u_rlpr,ci95l_rlpr,ci95u_rlpr
AA 20-40 F,0.666667,0.038492,58,0.640578,0.640578,0.636908,0.017311,0.017311,0.625321,0.557248,0.705472,0.456448,0.810754,0.421366,0.877223,0.398596,0.901505
AA 20-40 M,0.571429,0.067653,33,0.640578,0.640578,0.607369,0.014766,0.014766,0.620826,0.536886,0.688034,0.440302,0.762433,0.390641,0.811621,0.353904,0.824399
AA 40-60 F,0.666667,0.011107,201,0.640578,0.640578,0.670689,0.007117,0.007117,0.677217,0.608984,0.736725,0.581956,0.788054,0.559102,0.816882,0.491343,0.830835
AA 40-60 M,0.785714,0.014592,153,0.640578,0.640578,0.756600,0.009961,0.009961,0.782701,0.702330,0.834938,0.645657,0.880424,0.611931,0.935616,0.574048,0.956535
AA 60-80 F,0.558824,0.009150,244,0.640578,0.640578,0.561346,0.006793,0.006793,0.563786,0.513950,0.614547,0.466671,0.684838,0.436708,0.722090,0.426043,0.734844
AA 60-80 M,0.454545,0.014220,157,0.640578,0.640578,0.494952,0.010528,0.010528,0.506464,0.441826,0.578479,0.391747,0.642215,0.322613,0.662772,0.292073,0.700771
AA 80-100 F,0.700000,0.027907,80,0.640578,0.640578,0.697223,0.013984,0.013984,0.710280,0.633149,0.789286,0.564162,0.861116,0.518002,0.905907,0.508789,0.939449
AA 80-100 M,0.666667,0.072018,31,0.640578,0.640578,0.695333,0.017636,0.017636,0.682676,0.595810,0.809182,0.547252,0.873314,0.522788,0.915515,0.464504,0.936211
C 20-40 F,0.400000,0.023751,94,0.640578,0.640578,0.462710,0.011050,0.011050,0.473075,0.387745,0.528450,0.327570,0.609053,0.285050,0.645153,0.275924,0.658756
C 20-40 M,0.714286,0.033322,67,0.640578,0.640578,0.659054,0.013913,0.013913,0.672140,0.579773,0.743036,0.507931,0.813821,0.471645,0.831990,0.450190,0.857182
C 40-60 F,0.613636,0.005156,433,0.640578,0.640578,0.623203,0.004190,0.004190,0.621566,0.582352,0.658618,0.529861,0.691075,0.495503,0.707445,0.455250,0.722765
C 40-60 M,0.679245,0.004632,482,0.640578,0.640578,0.681959,0.004251,0.004251,0.685323,0.633595,0.726049,0.597652,0.757999,0.567634,0.784859,0.560690,0.789619
C 60-80 F,0.653465,0.002360,946,0.640578,0.640578,0.648332,0.002088,0.002088,0.655954,0.619058,0.688715,0.593590,0.706223,0.574064,0.724022,0.560353,0.728071
C 60-80 M,0.530000,0.002333,957,0.640578,0.640578,0.534752,0.001851,0.001851,0.539277,0.509593,0.570404,0.485498,0.586688,0.466490,0.608663,0.458218,0.621823
C 80-100 F,0.814286,0.004253,525,0.640578,0.640578,0.800769,0.003482,0.003482,0.814220,0.766337,0.853410,0.719022,0.870615,0.699907,0.896698,0.689804,0.902639
C 80-100 M,0.656250,0.006765,330,0.640578,0.640578,0.666058,0.004756,0.004756,0.675622,0.630073,0.715484,0.584122,0.758088,0.562884,0.784199,0.544912,0.809977
H 20-40 F,,,0,0.640578,0.640578,0.732872,,,,,,,,,,,
H 20-40 M,,,0,0.640578,0.640578,0.758576,,,,,,,,,,,
H 40-60 F,0.500000,0.124031,18,0.640578,0.640578,0.710826,0.016213,0.016213,0.710313,0.632831,0.783914,0.542323,0.884970,0.502722,0.925445,0.464867,0.945069
H 40-60 M,1.000000,0.117503,19,0.640578,0.640578,0.815371,0.016048,0.016048,0.844307,0.753656,0.913097,0.632243,0.974671,0.590510,1.002044,0.526086,1.005963
H 60-80 F,0.500000,0.097068,23,0.640578,0.640578,0.594970,0.018846,0.018846,0.625018,0.522465,0.725935,0.455600,0.785512,0.389147,0.819089,0.363236,0.846198
H 60-80 M,1.000000,0.111628,20,0.640578,0.640578,0.779887,0.016606,0.016606,0.800796,0.719369,0.893317,0.663344,0.990093,0.604777,1.011894,0.568421,1.042714
H 80-100 F,,,0,0.640578,0.640578,0.824369,,,,,,,,,,,
H 80-100 M,1.000000,0.744188,3,0.640578,0.640578,0.785636,0.014542,0.014542,0.787872,0.715519,0.883735,0.636268,0.953400,0.594360,0.975093,0.551509,0.997822
O 20-40 F,,,0,0.640578,0.640578,0.645140,,,,,,,,,,,
O 20-40 M,,,0,0.640578,0.640578,0.756178,,,,,,,,,,,
O 40-60 F,1.000000,0.159469,14,0.640578,0.640578,0.843802,0.022440,0.022440,0.827846,0.732651,0.940500,0.633517,1.006285,0.556229,1.037910,0.511768,1.073299
O 40-60 M,1.000000,0.117503,19,0.640578,0.640578,0.855751,0.018174,0.018174,0.848636,0.764862,0.929718,0.664270,1.014766,0.645774,1.089255,0.606794,1.157049
O 60-80 F,0.750000,0.082688,27,0.640578,0.640578,0.716101,0.020660,0.020660,0.700539,0.625390,0.781592,0.561025,0.865954,0.487964,0.988113,0.469763,1.060615
O 60-80 M,0.666667,0.079734,28,0.640578,0.640578,0.720292,0.018926,0.018926,0.738362,0.633141,0.832006,0.543407,0.898484,0.518887,0.945914,0.496678,0.985908
O 80-100 F,,,0,0.640578,0.640578,0.818861,,,,,,,,,,,
O 80-100 M,,,0,0.640578,0.640578,0.863594,,,,,,,,,,,
