grp_name,naive,naive_var_u1,count,val,val_ols,val_lpr,boot_var_rlpr,boot_mean_rlpr,median_rlpr,ci50l_rlpr,ci50u_rlpr,ci80l_rlpr,ci80u_rlpr,ci90l_rlpr,ci90u_rlpr,ci95l_rlpr,ci95u_rlpr
AA 20-40 F,0.375000,0.016725,58,0.253112,0.275840,0.394768,0.009062,0.009062,0.391437,0.332785,0.441412,0.265292,0.512304,0.239653,0.566911,0.226137,0.579536
AA 20-40 M,0.428571,0.028530,34,0.253112,0.275840,0.412427,0.010816,0.010816,0.423303,0.356416,0.477234,0.269656,0.534372,0.225132,0.592970,0.193553,0.611292
AA 40-60 F,0.243243,0.004802,202,0.253112,0.275840,0.252954,0.003616,0.003616,0.256154,0.213043,0.300427,0.184389,0.337288,0.178209,0.356424,0.127808,0.369827
AA 40-60 M,0.297297,0.006340,153,0.253112,0.275840,0.293119,0.005286,0.005286,0.313089,0.256297,0.353512,0.212108,0.383424,0.187063,0.419015,0.157872,0.437620
AA 60-80 F,0.200000,0.003976,244,0.209361,0.185006,0.198194,0.003395,0.003395,0.198305,0.163264,0.234560,0.129832,0.285192,0.115009,0.310284,0.102485,0.320559
AA 60-80 M,0.209302,0.006139,158,0.209361,0.185006,0.200393,0.005638,0.005638,0.206467,0.163833,0.260535,0.120176,0.305536,0.073682,0.320142,0.049098,0.347405
AA 80-100 F,0.428571,0.012125,80,0.253112,0.275840,0.394143,0.008555,0.008555,0.403753,0.348763,0.468902,0.284618,0.526946,0.250310,0.557857,0.245288,0.588120
AA 80-100 M,0.142857,0.031291,31,0.253112,0.275840,0.207056,0.013888,0.013888,0.194509,0.127804,0.309566,0.064190,0.368730,0.041763,0.399026,0.002635,0.417091
C 20-40 F,0.615385,0.010320,94,0.253112,0.275840,0.566835,0.005455,0.005455,0.570232,0.521088,0.611378,0.472006,0.669634,0.444715,0.689441,0.437176,0.707963
C 20-40 M,0.357143,0.014478,67,0.253112,0.275840,0.379241,0.009349,0.009349,0.388495,0.319552,0.446371,0.257885,0.488884,0.228815,0.523000,0.207984,0.541593
C 40-60 F,0.316667,0.002245,432,0.253112,0.275840,0.314579,0.001997,0.001997,0.312776,0.287475,0.338369,0.251470,0.359387,0.226874,0.372895,0.198930,0.382789
C 40-60 M,0.192982,0.002013,482,0.253112,0.275840,0.196967,0.002009,0.002009,0.197768,0.164987,0.225069,0.137358,0.250519,0.116743,0.266395,0.113564,0.273220
C 60-80 F,0.156250,0.001026,945,0.209361,0.185006,0.157114,0.000957,0.000957,0.161002,0.138558,0.183685,0.120848,0.197484,0.107185,0.209007,0.097395,0.211165
C 60-80 M,0.217391,0.001014,957,0.209361,0.185006,0.214382,0.000840,0.000840,0.217093,0.197070,0.238116,0.181378,0.249657,0.169166,0.264682,0.163809,0.272651
C 80-100 F,0.273684,0.001848,525,0.253112,0.275840,0.275499,0.001648,0.001648,0.283161,0.250332,0.310593,0.220612,0.322711,0.205066,0.337073,0.197800,0.345778
C 80-100 M,0.179104,0.002940,330,0.253112,0.275840,0.187542,0.002301,0.002301,0.192116,0.163165,0.221704,0.131315,0.248649,0.115490,0.266747,0.103189,0.288319
H 20-40 F,,,0,0.253112,0.275840,0.376805,,,,,,,,,,,
H 20-40 M,,,0,0.253112,0.275840,0.301240,,,,,,,,,,,
H 40-60 F,0.500000,0.051054,19,0.253112,0.275840,0.354853,0.012518,0.012518,0.355497,0.266694,0.424113,0.215462,0.494793,0.174550,0.550629,0.155571,0.556818
H 40-60 M,0.250000,0.051054,19,0.253112,0.275840,0.261722,0.012499,0.012499,0.276299,0.190577,0.334269,0.106176,0.402395,0.056845,0.424051,-0.006099,0.445553
H 60-80 F,0.000000,0.042175,23,0.209361,0.185006,0.103091,0.012055,0.012055,0.128397,0.042555,0.202539,-0.004603,0.252532,-0.051890,0.277636,-0.118013,0.317587
H 60-80 M,0.000000,0.046192,21,0.209361,0.185006,0.083146,0.010955,0.010955,0.100545,0.032946,0.168451,-0.018689,0.245607,-0.058853,0.277806,-0.090796,0.295699
H 80-100 F,0.500000,0.161673,6,0.253112,0.275840,0.332544,0.015628,0.015628,0.342876,0.235433,0.407086,0.166643,0.478835,0.131094,0.497603,0.070165,0.555159
H 80-100 M,0.500000,0.323345,3,0.253112,0.275840,0.339415,0.017380,0.017380,0.325965,0.245076,0.445670,0.184982,0.521006,0.149694,0.546095,0.123458,0.576909
O 20-40 F,,,0,0.253112,0.275840,0.361958,,,,,,,,,,,
O 20-40 M,,,0,0.253112,0.275840,0.336706,,,,,,,,,,,
O 40-60 F,0.000000,0.064669,15,0.253112,0.275840,0.168789,0.014185,0.014185,0.170799,0.087440,0.241267,-0.010701,0.290448,-0.069407,0.325589,-0.088205,0.365216
O 40-60 M,0.250000,0.048502,20,0.253112,0.275840,0.223078,0.017095,0.017095,0.220831,0.127389,0.300067,0.064952,0.383578,0.002326,0.464360,-0.024775,0.501545
O 60-80 F,0.000000,0.035927,27,0.209361,0.185006,0.073522,0.014077,0.014077,0.061135,0.003613,0.126801,-0.073820,0.201515,-0.109132,0.264053,-0.136396,0.337967
O 60-80 M,0.250000,0.034644,28,0.209361,0.185006,0.171755,0.012532,0.012532,0.193633,0.100595,0.267320,0.036833,0.332521,0.001900,0.360942,-0.004443,0.408049
O 80-100 F,,,0,0.253112,0.275840,0.216855,,,,,,,,,,,
O 80-100 M,0.500000,0.194007,5,0.253112,0.275840,0.340003,0.020644,0.020644,0.330432,0.239751,0.451825,0.156623,0.529590,0.133580,0.599250,0.101587,0.647974
