grp_name,naive,naive_var_u1,count,val,val_ols,val_lpr,boot_var_rlpr,boot_mean_rlpr,median_rlpr,ci50l_rlpr,ci50u_rlpr,ci80l_rlpr,ci80u_rlpr,ci90l_rlpr,ci90u_rlpr,ci95l_rlpr,ci95u_rlpr
AA 20-40 F,0.666667,0.032608,58,0.601367,0.576769,0.656723,0.026605,0.026605,0.652700,0.552621,0.749042,0.456870,0.857069,0.384317,0.933585,0.357805,0.957933
AA 20-40 M,0.571429,0.055626,34,0.567398,0.538625,0.596040,0.034564,0.034564,0.619225,0.469806,0.701043,0.348158,0.815806,0.304389,0.872951,0.216643,0.941687
AA 40-60 F,0.653846,0.009363,202,0.601971,0.581394,0.641442,0.008899,0.008899,0.647308,0.582691,0.709879,0.534193,0.758184,0.520698,0.805559,0.448620,0.836217
AA 40-60 M,0.421053,0.012361,153,0.527266,0.421053,0.421053,0.013876,0.013876,0.449275,0.354973,0.513082,0.294602,0.576058,0.245922,0.611047,0.212955,0.670937
AA 60-80 F,0.586207,0.007751,244,0.610106,0.643709,0.596325,0.007879,0.007879,0.593959,0.540705,0.648834,0.491264,0.728936,0.462593,0.764500,0.449827,0.781065
AA 60-80 M,0.500000,0.011970,158,0.568671,0.548375,0.508169,0.014516,0.014516,0.517265,0.449799,0.604205,0.363342,0.681889,0.310994,0.701128,0.254405,0.737284
AA 80-100 F,0.600000,0.023641,80,0.606881,0.619004,0.591751,0.025280,0.025280,0.605405,0.501852,0.715338,0.415522,0.813414,0.352934,0.858594,0.335282,0.954093
AA 80-100 M,0.666667,0.061009,31,0.574724,0.594746,0.639118,0.048317,0.048317,0.613526,0.477529,0.804628,0.341867,0.920928,0.286267,0.977189,0.258081,0.998470
C 20-40 F,0.500000,0.020120,94,0.600078,0.501143,0.493282,0.015028,0.015028,0.496718,0.417677,0.574052,0.348705,0.667571,0.300706,0.689599,0.273416,0.755764
C 20-40 M,0.545455,0.028228,67,0.562219,0.433202,0.512812,0.026901,0.026901,0.528517,0.413157,0.643776,0.309400,0.702967,0.262224,0.754864,0.235909,0.812062
C 40-60 F,0.641509,0.004378,432,0.614413,0.610947,0.641440,0.004187,0.004187,0.640929,0.604032,0.673726,0.550772,0.705506,0.515091,0.728506,0.477002,0.742967
C 40-60 M,0.780000,0.003924,482,0.746057,0.780000,0.780000,0.004293,0.004293,0.784024,0.735710,0.819628,0.688867,0.859249,0.661571,0.882450,0.654899,0.891336
C 60-80 F,0.619565,0.002001,945,0.617144,0.631867,0.621567,0.001923,0.001923,0.627027,0.594929,0.659546,0.571371,0.678899,0.549373,0.695236,0.536033,0.696456
C 60-80 M,0.550000,0.001976,957,0.566962,0.550000,0.550000,0.001678,0.001678,0.553747,0.523598,0.584693,0.503935,0.600975,0.487619,0.619380,0.477827,0.632145
C 80-100 F,0.606061,0.003602,525,0.616969,0.630529,0.606861,0.003516,0.003516,0.618470,0.569621,0.661460,0.530045,0.677030,0.503762,0.690091,0.495338,0.710142
C 80-100 M,0.714286,0.005731,330,0.664917,0.714286,0.714286,0.005231,0.005231,0.725802,0.674596,0.769998,0.622485,0.805999,0.606119,0.825561,0.588438,0.861790
H 20-40 F,,,0,0.628028,0.715246,0.957785,,,,,,,,,,,
H 20-40 M,,,0,0.599611,0.719626,1.106345,,,,,,,,,,,
H 40-60 F,0.800000,0.099541,19,0.619386,0.649043,0.752000,0.045001,0.045001,0.743452,0.593879,0.876533,0.486966,0.981872,0.411275,1.117879,0.316483,1.135435
H 40-60 M,0.000000,0.099541,19,0.565484,0.458208,0.197277,0.040117,0.040117,0.205815,0.043216,0.295014,-0.106114,0.436478,-0.175751,0.480198,-0.256033,0.515638
H 60-80 F,1.000000,0.082229,23,0.622354,0.671775,0.872569,0.040410,0.040410,0.922835,0.772855,1.060588,0.661380,1.142678,0.540990,1.198260,0.526069,1.239223
H 60-80 M,1.000000,0.090061,21,0.585576,0.612116,0.851830,0.040945,0.040945,0.879299,0.773661,1.037287,0.669816,1.170766,0.594107,1.201310,0.535115,1.209573
H 80-100 F,0.000000,0.315212,6,0.621713,0.666867,0.534080,0.072504,0.072504,0.547069,0.363092,0.707805,0.197250,0.888638,0.078013,0.941336,-0.006528,0.989693
H 80-100 M,0.000000,0.630424,3,0.550489,0.343343,-0.005604,0.116205,0.116205,-0.144280,-0.321993,0.127327,-0.484787,0.374913,-0.586077,0.527643,-0.733335,0.618341
O 20-40 F,1.000000,0.630424,3,0.636449,0.779752,1.087233,0.136342,0.136342,1.137910,0.972944,1.374484,0.736041,1.584784,0.502766,1.699470,0.406289,1.759087
O 20-40 M,,,0,0.584874,0.606741,0.813559,,,,,,,,,,,
O 40-60 F,,,0,0.624660,0.689444,0.788070,,,,,,,,,,,
O 40-60 M,0.500000,0.094564,20,0.573085,0.516433,0.492640,0.063855,0.063855,0.476808,0.344358,0.650818,0.191167,0.807270,0.127767,0.954761,0.081085,1.069580
O 60-80 F,,,0,0.626625,0.704495,0.808928,,,,,,,,,,,
O 60-80 M,0.600000,0.067545,28,0.581716,0.582551,0.617678,0.041373,0.041373,0.652340,0.520048,0.769163,0.406997,0.874586,0.324788,0.980617,0.282460,1.012872
O 80-100 F,,,0,0.636449,0.779752,0.925946,,,,,,,,,,,
O 80-100 M,0.000000,0.378254,5,0.552454,0.358394,-0.010830,0.123411,0.123411,-0.077974,-0.276619,0.151375,-0.545236,0.363818,-0.605526,0.500818,-0.645588,0.714634
