grp_name,naive,naive_var_u1,count,val,val_ols,val_lpr,boot_var_rlpr,boot_mean_rlpr,median_rlpr,ci50l_rlpr,ci50u_rlpr,ci80l_rlpr,ci80u_rlpr,ci90l_rlpr,ci90u_rlpr,ci95l_rlpr,ci95u_rlpr
H 20-40 F,0.142857,0.020553,7,0.115704,0.147190,0.139398,0.019945,0.019945,0.138998,0.034425,0.223636,-0.057307,0.281526,-0.095665,0.317700,-0.137401,0.372289
H 20-40 M,0.000000,0.028774,5,0.054125,0.045090,0.033913,0.013595,0.013595,0.013945,-0.060057,0.077307,-0.097977,0.134542,-0.147306,0.146086,-0.290148,0.198168
H 40-60 F,0.157895,0.007572,19,0.121296,0.099531,0.124632,0.006960,0.006960,0.125055,0.074804,0.183033,-0.004620,0.234439,-0.016876,0.256839,-0.031592,0.279069
H 40-60 M,0.333333,0.007993,18,0.272555,0.322540,0.332595,0.007550,0.007550,0.325330,0.269039,0.379988,0.222862,0.450238,0.168119,0.475433,0.144941,0.488004
H 60-80 F,0.227273,0.006539,22,0.217157,0.229091,0.228778,0.005935,0.005935,0.241869,0.194867,0.304834,0.139619,0.323803,0.103332,0.341278,0.072211,0.372865
H 60-80 M,0.142857,0.006851,21,0.196709,0.142857,0.142857,0.006830,0.006830,0.142498,0.096442,0.215751,0.057865,0.259394,0.045044,0.288636,0.020907,0.312329
H 80-100 F,0.000000,0.023978,6,0.142424,0.104689,0.065390,0.022871,0.022871,0.039746,-0.018069,0.112078,-0.086144,0.240976,-0.262606,0.303454,-0.312601,0.322232
H 80-100 M,0.250000,0.035967,4,0.270566,0.279577,0.265825,0.021533,0.021533,0.283896,0.192134,0.374530,0.102026,0.434530,0.019473,0.472713,-0.084764,0.490780
O 20-40 F,0.250000,0.035967,4,0.236127,0.272294,0.249876,0.032480,0.032480,0.246344,0.145882,0.360094,0.058514,0.433685,-0.061063,0.576709,-0.114688,0.647916
O 20-40 M,0.000000,0.071934,2,0.075385,0.084768,0.074459,0.008935,0.008935,0.068382,0.000099,0.121492,-0.051793,0.176405,-0.073371,0.201329,-0.119979,0.235604
O 40-60 F,0.142857,0.010276,14,0.136450,0.117126,0.127023,0.007802,0.007802,0.119746,0.075006,0.169724,-0.030312,0.227481,-0.054833,0.250034,-0.076712,0.265009
O 40-60 M,0.263158,0.007572,19,0.203572,0.263158,0.263158,0.008468,0.008468,0.259228,0.204174,0.318431,0.145956,0.384095,0.125364,0.445891,0.109581,0.453400
O 60-80 F,0.148148,0.005328,27,0.181676,0.173283,0.158348,0.005493,0.005493,0.147954,0.113890,0.193372,0.064999,0.254453,0.032358,0.269931,0.002948,0.313398
O 60-80 M,0.214286,0.005138,28,0.176006,0.176206,0.194899,0.005171,0.005171,0.209804,0.156531,0.255129,0.114123,0.295706,0.096313,0.317729,0.064374,0.340401
O 80-100 F,0.000000,0.015985,9,0.114884,0.065815,0.033207,0.013657,0.013657,0.022571,-0.033931,0.108239,-0.091308,0.188147,-0.170252,0.212408,-0.236806,0.238803
O 80-100 M,0.200000,0.028774,5,0.224365,0.231550,0.210602,0.030330,0.030330,0.219216,0.142814,0.289235,-0.019626,0.399131,-0.102057,0.525698,-0.117885,0.632708
