grp_name,naive,naive_var_u1,count,val,val_ols,val_lpr,boot_var_rlpr,boot_mean_rlpr,median_rlpr,ci50l_rlpr,ci50u_rlpr,ci80l_rlpr,ci80u_rlpr,ci90l_rlpr,ci90u_rlpr,ci95l_rlpr,ci95u_rlpr
AA 20-40 F,0.102041,0.002814,58,0.126118,0.095687,0.098836,0.002399,0.002399,0.088939,0.067562,0.120565,0.036786,0.158795,0.030271,0.188843,0.015151,0.198144
AA 20-40 M,0.148148,0.004801,34,0.147738,0.139044,0.142914,0.002557,0.002557,0.148467,0.115144,0.170206,0.080117,0.204944,0.052592,0.220604,0.045019,0.238236
AA 40-60 F,0.159091,0.000808,202,0.146228,0.148933,0.155409,0.000751,0.000751,0.157391,0.140095,0.176085,0.124662,0.190902,0.119978,0.203625,0.100410,0.212632
AA 40-60 M,0.194030,0.001067,153,0.168219,0.192759,0.192508,0.001142,0.001142,0.200418,0.173670,0.218202,0.155515,0.235389,0.138747,0.248912,0.131030,0.261069
AA 60-80 F,0.223256,0.000669,244,0.215475,0.216755,0.222885,0.000669,0.000669,0.223299,0.206693,0.238874,0.193005,0.262531,0.185185,0.270362,0.179334,0.276128
AA 60-80 M,0.242857,0.001033,158,0.244037,0.268899,0.250030,0.001225,0.001225,0.250965,0.230076,0.276967,0.207361,0.297156,0.192102,0.305180,0.175477,0.312294
AA 80-100 F,0.123077,0.002041,80,0.153144,0.129884,0.125518,0.002233,0.002233,0.131490,0.099868,0.163059,0.067987,0.194102,0.060337,0.203914,0.056252,0.231970
AA 80-100 M,0.214286,0.005266,31,0.203412,0.209491,0.217584,0.003691,0.003691,0.215834,0.174936,0.265720,0.142770,0.296574,0.124417,0.310063,0.097577,0.312978
C 20-40 F,0.064103,0.001737,94,0.103040,0.091837,0.072495,0.001255,0.001255,0.077271,0.051377,0.099989,0.031202,0.120831,0.019165,0.132671,0.013977,0.149610
C 20-40 M,0.160714,0.002436,67,0.113557,0.121146,0.148543,0.002119,0.002119,0.150263,0.124075,0.179167,0.088313,0.205129,0.074719,0.211569,0.071909,0.232825
C 40-60 F,0.108179,0.000378,432,0.119309,0.108179,0.108179,0.000361,0.000361,0.109294,0.097100,0.118082,0.081505,0.128866,0.070766,0.133759,0.059270,0.137722
