grp_name,naive,naive_var_u1,count,val,val_ols,val_lpr,boot_var_rlpr,boot_mean_rlpr,median_rlpr,ci50l_rlpr,ci50u_rlpr,ci80l_rlpr,ci80u_rlpr,ci90l_rlpr,ci90u_rlpr,ci95l_rlpr,ci95u_rlpr
C 40-60 M,0.106481,0.000339,482,0.116470,0.106481,0.106481,0.000374,0.000374,0.107664,0.092676,0.118124,0.080446,0.129764,0.071853,0.136114,0.069491,0.139191
C 60-80 F,0.221571,0.000173,945,0.216484,0.221571,0.221571,0.000165,0.000165,0.223142,0.213770,0.232605,0.206813,0.238477,0.200361,0.242599,0.196442,0.243567
C 60-80 M,0.189032,0.000171,957,0.194065,0.189032,0.189032,0.000147,0.000147,0.190105,0.180923,0.199224,0.175331,0.204008,0.170704,0.209382,0.167293,0.213165
C 80-100 F,0.150327,0.000311,525,0.149330,0.150411,0.150377,0.000299,0.000299,0.153782,0.140726,0.165187,0.128020,0.172013,0.120137,0.177311,0.118738,0.180886
C 80-100 M,0.190972,0.000495,330,0.176408,0.190972,0.190972,0.000442,0.000442,0.193416,0.179312,0.206958,0.164002,0.216520,0.159194,0.225611,0.154000,0.233481
H 20-40 F,0.000000,0.023320,7,0.084736,0.039471,0.022418,0.005622,0.005622,-0.000557,-0.063578,0.054286,-0.091502,0.087459,-0.116269,0.115634,-0.145020,0.136075
H 20-40 M,0.000000,0.032648,5,0.121376,0.101836,0.078555,0.005367,0.005367,0.055905,0.027212,0.098998,-0.025556,0.139478,-0.049957,0.172285,-0.082560,0.190314
H 40-60 F,0.071429,0.008592,19,0.129450,0.123851,0.097584,0.003171,0.003171,0.093098,0.055886,0.131996,0.030018,0.164407,0.005871,0.193359,-0.011850,0.199209
H 40-60 M,0.166667,0.008592,19,0.152597,0.169141,0.176139,0.003230,0.003230,0.180540,0.140989,0.216160,0.102864,0.238474,0.079319,0.252761,0.052910,0.258029
H 60-80 F,0.227273,0.007097,23,0.194677,0.186588,0.210182,0.003057,0.003057,0.219562,0.178115,0.249654,0.160222,0.284519,0.125285,0.301487,0.111859,0.312278
H 60-80 M,0.294118,0.007773,21,0.242606,0.263235,0.289257,0.002671,0.002671,0.299757,0.269204,0.343084,0.245890,0.379475,0.232010,0.393390,0.218630,0.407758
H 80-100 F,0.200000,0.027207,6,0.124501,0.089788,0.117376,0.004425,0.004425,0.101106,0.056995,0.139053,0.012531,0.172268,-0.016305,0.211615,-0.052940,0.218268
H 80-100 M,0.500000,0.054413,3,0.211959,0.216455,0.299925,0.007242,0.007242,0.283753,0.226301,0.355381,0.192242,0.395084,0.167204,0.410880,0.128418,0.452833
O 20-40 F,0.000000,0.054413,3,0.091476,0.048000,0.012722,0.005193,0.005193,-0.012080,-0.055986,0.042418,-0.092670,0.099517,-0.104531,0.116769,-0.131532,0.135515
O 20-40 M,0.000000,0.081620,2,0.070424,0.037362,0.005582,0.010684,0.010684,-0.027950,-0.092333,0.054947,-0.159053,0.102320,-0.172750,0.132990,-0.209818,0.157840
O 40-60 F,0.066667,0.010883,15,0.110976,0.100475,0.061251,0.003905,0.003905,0.060609,0.020059,0.101171,-0.035789,0.131530,-0.058992,0.148739,-0.068102,0.151706
O 40-60 M,0.166667,0.008162,20,0.178148,0.201472,0.185707,0.004976,0.004976,0.191137,0.144029,0.224902,0.098210,0.280298,0.073479,0.324851,0.055872,0.337300
O 60-80 F,0.222222,0.006046,27,0.200603,0.194086,0.202076,0.003527,0.003527,0.198424,0.169718,0.230735,0.136898,0.261691,0.111420,0.283067,0.074401,0.329990
O 60-80 M,0.260870,0.005830,28,0.235529,0.254281,0.260738,0.002964,0.002964,0.279252,0.234381,0.308105,0.210862,0.336214,0.180068,0.364338,0.173462,0.373533
O 80-100 F,0.000000,0.016324,10,0.151864,0.124413,0.083137,0.003622,0.003622,0.077847,0.037859,0.109120,-0.004207,0.149364,-0.041118,0.163741,-0.055857,0.180317
O 80-100 M,0.250000,0.032648,5,0.166668,0.159146,0.196374,0.006236,0.006236,0.189831,0.132532,0.239559,0.099059,0.292294,0.086559,0.314851,0.030065,0.339355
