grp_name,naive,naive_var_u1,count,val,val_ols,val_lpr,boot_var_rlpr,boot_mean_rlpr,median_rlpr,ci50l_rlpr,ci50u_rlpr,ci80l_rlpr,ci80u_rlpr,ci90l_rlpr,ci90u_rlpr,ci95l_rlpr,ci95u_rlpr
AA 20-40 F,0.717949,0.015023,58,0.642287,0.642287,0.720821,0.010420,0.010420,0.710932,0.651316,0.776735,0.580038,0.834363,0.546660,0.901284,0.543018,0.919547
AA 20-40 M,0.491667,0.025627,34,0.642287,0.642287,0.571210,0.013579,0.013579,0.575485,0.514079,0.648724,0.421682,0.714037,0.364446,0.752591,0.312053,0.777542
AA 40-60 F,0.697118,0.004335,201,0.642287,0.642287,0.695472,0.003647,0.003647,0.698703,0.656554,0.740976,0.628048,0.775329,0.620545,0.799720,0.570193,0.815364
AA 40-60 M,0.687363,0.005695,153,0.642287,0.642287,0.686064,0.005379,0.005379,0.705640,0.646514,0.745174,0.604790,0.779331,0.576619,0.811252,0.553692,0.836961
AA 60-80 F,0.617553,0.003571,244,0.642287,0.642287,0.614547,0.003277,0.003277,0.614797,0.579650,0.649168,0.548707,0.698772,0.527362,0.723257,0.520788,0.733357
AA 60-80 M,0.551487,0.005550,157,0.642287,0.642287,0.553759,0.005718,0.005718,0.561718,0.514684,0.613263,0.469386,0.660424,0.427996,0.674354,0.399429,0.698731
AA 80-100 F,0.672857,0.010892,80,0.642287,0.642287,0.663050,0.009204,0.009204,0.675036,0.610931,0.739264,0.557042,0.797508,0.517626,0.815285,0.505902,0.865797
AA 80-100 M,0.701923,0.029044,30,0.642287,0.642287,0.676775,0.018213,0.018213,0.658888,0.586884,0.794714,0.503994,0.860715,0.458391,0.879139,0.436243,0.906885
C 20-40 F,0.823718,0.009269,94,0.642287,0.642287,0.814797,0.005759,0.005759,0.817623,0.763796,0.869290,0.721177,0.915317,0.692093,0.937407,0.676535,0.968115
C 20-40 M,0.969697,0.013005,67,0.642287,0.642287,0.923350,0.009398,0.009398,0.938890,0.865196,0.991890,0.798787,1.035142,0.768590,1.066634,0.756391,1.090639
C 40-60 F,0.758168,0.002017,432,0.642287,0.642287,0.756453,0.001830,0.001830,0.756188,0.730654,0.779638,0.695539,0.799722,0.671173,0.813646,0.646570,0.821759
C 40-60 M,0.610407,0.001808,482,0.642287,0.642287,0.614954,0.001875,0.001875,0.616112,0.585768,0.641984,0.556164,0.668090,0.536327,0.681715,0.533845,0.688569
C 60-80 F,0.586317,0.000922,945,0.642287,0.642287,0.587052,0.000861,0.000861,0.590963,0.569476,0.612051,0.553285,0.625115,0.539138,0.636848,0.529891,0.637459
C 60-80 M,0.625094,0.000910,957,0.642287,0.642287,0.625067,0.000761,0.000761,0.627895,0.607781,0.647733,0.593617,0.658705,0.582552,0.672229,0.575759,0.680171
C 80-100 F,0.657799,0.001660,525,0.642287,0.642287,0.657792,0.001520,0.001520,0.665521,0.634525,0.692089,0.605942,0.703226,0.591497,0.717205,0.584481,0.725724
C 80-100 M,0.601397,0.002632,331,0.642287,0.642287,0.605106,0.002200,0.002200,0.610722,0.581291,0.640592,0.547510,0.664375,0.535448,0.682008,0.524173,0.702181
H 20-40 F,,,0,0.642287,0.642287,0.826215,,,,,,,,,,,
H 20-40 M,,,0,0.642287,0.642287,0.865786,,,,,,,,,,,
H 40-60 F,0.823529,0.045859,19,0.642287,0.642287,0.822336,0.021640,0.021640,0.809940,0.707080,0.914243,0.623059,1.000665,0.572268,1.060665,0.540966,1.094577
H 40-60 M,0.910714,0.048407,18,0.642287,0.642287,0.874017,0.018525,0.018525,0.882343,0.778040,0.955179,0.701792,1.058174,0.632341,1.087902,0.571059,1.102233
H 60-80 F,0.916667,0.037884,23,0.642287,0.642287,0.822496,0.015470,0.015470,0.855254,0.752335,0.943210,0.688163,0.983087,0.619206,1.006198,0.582224,1.064640
H 60-80 M,0.700000,0.041492,21,0.642287,0.642287,0.704044,0.015719,0.015719,0.728876,0.652436,0.812552,0.577131,0.901255,0.546165,0.944783,0.507255,0.959717
H 80-100 F,0.600000,0.145221,6,0.642287,0.642287,0.683927,0.029936,0.029936,0.682808,0.574911,0.793542,0.454521,0.877613,0.332701,0.927820,0.293521,0.960751
H 80-100 M,,,0,0.642287,0.642287,0.777492,,,,,,,,,,,
O 20-40 F,0.500000,0.290442,3,0.642287,0.642287,0.584871,0.092044,0.092044,0.582055,0.366936,0.755641,0.213029,0.992875,0.091849,1.052151,0.001021,1.193317
O 20-40 M,,,0,0.642287,0.642287,0.559163,,,,,,,,,,,
O 40-60 F,0.230769,0.062238,14,0.642287,0.642287,0.458965,0.020468,0.020468,0.454796,0.374307,0.555640,0.247549,0.613974,0.161613,0.633349,0.123101,0.662397
O 40-60 M,1.000000,0.045859,19,0.642287,0.642287,0.788757,0.020024,0.020024,0.792766,0.689414,0.870920,0.626081,0.965658,0.550224,1.059095,0.538164,1.114325
O 60-80 F,0.400000,0.032271,27,0.642287,0.642287,0.430761,0.018018,0.018018,0.414784,0.345672,0.491739,0.263248,0.585480,0.207066,0.649954,0.185723,0.733647
O 60-80 M,0.296296,0.031119,28,0.642287,0.642287,0.373720,0.015769,0.015769,0.393832,0.292567,0.465733,0.223623,0.544151,0.191892,0.573371,0.157025,0.624131
O 80-100 F,,,0,0.642287,0.642287,0.526970,,,,,,,,,,,
O 80-100 M,,,0,0.642287,0.642287,0.536039,,,,,,,,,,,
